"IDNO","Wave","Country","Month","Day","Year","GeoCode","IntCode","GendInt","SupvCode","Visit","IntBegin","IntEnd","Length","SamPt","NetComp","NetPhone","Gender","Age","Educ","Muslim","RUKaz","Church","Pray5x","Fast","Work","Occ","Income","IncomeOut","Homelang","Water","Food","Housing","Electric","Educate","MedCare","HoursElec","Language","PeopPres","Interact","Comphend","UnEz","BackChk","Method","Format","ThreatHi","Mosque","TrustCA","CelPhon","OwnPC","UseNet","Ethnic_M","Region_M","MainNews_M","Topprob_M","TrustGov_M","TrustUS_M","HrsWorkGrp","AgeGrp","NetNews","NetSocial","NetEmail","NetChat","NetContent","Ssite_M","Lastyear_M","nextyear_M","SolveProb","Statements1","Statements3","CommProb2","TypeProb2","OpinionChina","OpinionIran","OpinionRussia","OpinionUSA","OpinionKAZ","OpinionKYR","OpinionTAJ","OpinionUzbek","OpinionXi","OpinionRuhani","OpinionPutin","OpinionNazarbayev","OpinionAtambaev","OpinionRahmon","OpinionMirziyoyev","Statements4","PMJeenbekov","PMSagintayev","HHLandlines","NmbrMobilePhones","EighteenPlusMobile","MobileVsLandline","TrustRs_M","OpinionPak","OpinionTrump","LiveHH18","LLNumber","MobileNumber","HrsWork_M","CanBuy_M","Identfy_M","Religion_M","ServiceProvider_M","EducLevel_M","totwt","AgeGroup2","RiteRong_M","Party_M","TodayEcSit_M"
443,"CAB OTS W1","Kazakhstan","June",18,2017,"Rural",9,"Female",15,"Third Visit",1615,1629,14,50,"Rarely","Never","Male",60,10,"Don't Know (vol.)","Not Asked","Not Asked","Never","Never","A housewife","Not Asked","80,001 - 100,000 Tenge","Not Applicable / No Relatives Abroad / No Remittances from Abroad (vol.)","Kazakh","Yes","Yes","Yes","Yes","Yes","Yes","24.00000000000000000","Kazakh",3,"They did not interfere at all","The respondent understood all of the questions","The respondent was comfortable (at ease) with the entire questionnaire","No","Not subject to back check",2017-06-01,"Very low","Once a month","Trust","Yes","Yes","Yes","Kazakh (Kaz)","Southern","Our country's national television stations","Health care system","Trust","Trust",NA,"55+","Never","Never","Never","Never","Never","Not Asked","Stayed the Same","Become Better","Not asked","Disagree somewhat","Disagree somewhat","No","Not asked","Very Favorable","Don't Know (vol.)","Very Favorable","Somewhat Unfavorable","Not Asked","Somewhat Favorable","Somewhat Favorable","Somewhat Unfavorable","Very Favorable","Don't Know (vol.)","Somewhat Favorable","Not Asked","Don't Know (vol.)","Don't Know (vol.)","Don't Know (vol.)","Disagree Somewhat","Not Asked","Don't Know (vol.)","1.00000000000000000","1.00000000000000000","1.00000000000000000","Landline for most calls","Trust","Somewhat Unfavorable","Don't Know (vol.)","4.00000000000000000","Have landline telephone but refused number","Yes","Not Asked","We can buy food and clothes, but do not have money to buy long-term items, like a TV or a refrigerator","A member of my clan","Muslim","Beeline","Finished school",1.51377094762966,"60+","Wrong direction","Otan Party","Somewhat Better"
444,"CAB OTS W1","Kazakhstan","June",18,2017,"Rural",9,"Female",15,"Third Visit",1635,1647,12,50,"Rarely","Several times a week","Male",21,21,"Don't Know (vol.)","Not Asked","Not Asked","Never","Never","Working full-time","Public service","150,001 - 250,000 Tenge","Not Applicable / No Relatives Abroad / No Remittances from Abroad (vol.)","Kazakh","Yes","Yes","Yes","Yes","Yes","Yes","24.00000000000000000","Kazakh",3,"They did not interfere at all","The respondent understood all of the questions","The respondent was comfortable (at ease) with the entire questionnaire","No","Not subject to back check",2017-06-01,"Don't Know (vol.)","Once a week or more often","Trust","Yes","Yes","Yes","Kazakh (Kaz)","Southern","Family, friends, or neighbors","Unemployment","Trust","Don't Know (vol.)","Refused (vol.)","18-24","A few times every week","A few times every week","A few times every week","A few times every week","A few times every week","Vkontakte","Stayed the Same","Stay About the Same","Friends","Agree somewhat","Strongly disagree","Yes","Unemployment/jobs","Don't Know (vol.)","Don't Know (vol.)","Don't Know (vol.)","Don't Know (vol.)","Not Asked","Don't Know (vol.)","Don't Know (vol.)","Don't Know (vol.)","Don't Know (vol.)","Don't Know (vol.)","Don't Know (vol.)","Not Asked","Don't Know (vol.)","Don't Know (vol.)","Don't Know (vol.)","Strongly Disagree","Not Asked","Disapprove Somewhat","0.0","2.00000000000000000","1.00000000000000000","Not Asked","Don't Know (vol.)","Don't Know (vol.)","Don't Know (vol.)","5.00000000000000000","Not asked / no landline phone","Yes","Refused (vol.)","We can buy food, but buying clothes causes financial difficulties","A citizen of [Kazakhstan/ Kyrgyzstan/ Tajikistan/ Uzbekistan]","Muslim","Aktive","Vocational (vocational school, lyceum etc.)",1.15485214323657,"18-29","Right direction","Otan Party","Somewhat Better"
445,"CAB OTS W1","Kazakhstan","June",18,2017,"Rural",9,"Female",15,"Third Visit",1700,1712,12,50,"Rarely","Daily","Female",49,15,"Don't Know (vol.)","Not Asked","Not Asked","Regularly","Regularly","Working full-time","Public utilities","150,001 - 250,000 Tenge","Not Applicable / No Relatives Abroad / No Remittances from Abroad (vol.)","Kazakh","Yes","Yes","Yes","Yes","Yes","Yes","24.00000000000000000","Kazakh",3,"They did not interfere at all","The respondent understood all of the questions","The respondent was comfortable (at ease) with the entire questionnaire","Yes","Review of Audio",2017-06-01,"Somewhat high","Several times a year but not monthly","Trust","Yes","Yes","Yes","Kazakh (Kaz)","Southern","Our country's national television stations","Inflation","Trust","Trust","31-40 Hours","45-54","At least once a day","At least once a day","Never","Never","Never","WhatsApp","Stayed the Same","Become Better","Not asked","Strongly disagree","Strongly disagree","No","Not asked","Don't Know (vol.)","Don't Know (vol.)","Very Favorable","Very Favorable","Not Asked","Somewhat Favorable","Don't Know (vol.)","Somewhat Favorable","Very Favorable","Somewhat Unfavorable","Very Favorable","Not Asked","Somewhat Favorable","Don't Know (vol.)","Somewhat Favorable","Strongly Disagree","Not Asked","Strongly Approve","0.0","1.00000000000000000","1.00000000000000000","Not Asked","Trust","Don't Know (vol.)","Somewhat Favorable","5.00000000000000000","Not asked / no landline phone","Yes","40.00000000000000000","We can buy food, but buying clothes causes financial difficulties","A citizen of [Kazakhstan/ Kyrgyzstan/ Tajikistan/ Uzbekistan]","Muslim","Beeline","Complete higher education",0.830769900456323,"40-49","Wrong direction","Otan Party","Much Better"
446,"CAB OTS W1","Kazakhstan","June",17,2017,"Rural",9,"Female",15,"Third Visit",1730,1739,9,50,"Never","Daily","Female",60,15,"Don't Know (vol.)","Not Asked","Not Asked","Never","Never","Retired","Not Asked","50,001 - 60,000 Tenge","Not Applicable / No Relatives Abroad / No Remittances from Abroad (vol.)","Kazakh","Yes","Yes","Yes","Yes","Yes","Yes","24.00000000000000000","Russian",2,"No other people were present at the interview","The respondent understood all of the questions","The respondent was comfortable (at ease) with the entire questionnaire","Yes","Back check by telephone by supervisor or the central office",2017-06-01,"Somewhat high","Several times a year but not monthly","Trust","Yes","Yes","Yes","Kazakh (Kaz)","Southern","Our country's national television stations","Inflation","Trust","Distrust",NA,"55+","At least once a day","At least once a day","A few times a year","At least once a day","A few times a year","Odnoklassniki","Become Better","Become Better","Not asked","Agree somewhat","Agree somewhat","No","Not asked","Don't Know (vol.)","Don't Know (vol.)","Somewhat Favorable","Don't Know (vol.)","Not Asked","Somewhat Favorable","Somewhat Favorable","Somewhat Favorable","Don't Know (vol.)","Don't Know (vol.)","Somewhat Favorable","Not Asked","Somewhat Favorable","Somewhat Favorable","Somewhat Favorable","Don't Know (vol.)","Not Asked","Don't Know (vol.)","2.00000000000000000","2.00000000000000000","1.00000000000000000","Mobile for most calls","Trust","Somewhat Favorable","Somewhat Unfavorable","3.00000000000000000","Have landline telephone but refused number","Yes","Not Asked","We can buy food and clothes, but do not have money to buy long-term items, like a TV or a refrigerator","A citizen of [Kazakhstan/ Kyrgyzstan/ Tajikistan/ Uzbekistan]","Muslim","Beeline","Complete higher education",1.04385084712022,"60+","Right direction","Otan Party","About the Same"
447,"CAB OTS W1","Kazakhstan","June",18,2017,"Rural",9,"Female",15,"Third Visit",1745,1800,15,50,"Several times a week","Several times a week","Male",38,12,"Don't Know (vol.)","Not Asked","Not Asked","Sometimes","Never","Working full-time","Construction","40,001 - 50,000 Tenge","Not Applicable / No Relatives Abroad / No Remittances from Abroad (vol.)","Kazakh","Yes","Yes","Yes","Yes","Yes","Yes","24.00000000000000000","Russian",2,"No other people were present at the interview","The respondent understood all of the questions","The respondent was comfortable (at ease) with the entire questionnaire","No","Not subject to back check",2017-06-01,"Somewhat low","Once a week or more often","Trust","Yes","No","Yes","Kazakh (Kaz)","Southern","Our country's national television stations","Low wages/pensions","Trust","Trust","Don't Know (vol.)","35-44","At least once a day","At least once a day","Don't Know (vol.)","Don't Know (vol.)","Don't Know (vol.)","WhatsApp","Stayed the Same","Become Better","Not asked","Agree somewhat","Agree somewhat","No","Not asked","Somewhat Unfavorable","Somewhat Unfavorable","Somewhat Favorable","Somewhat Favorable","Not Asked","Somewhat Unfavorable","Somewhat Favorable","Somewhat Unfavorable","Somewhat Favorable","Somewhat Favorable","Very Favorable","Not Asked","Somewhat Favorable","Somewhat Favorable","Somewhat Favorable","Agree Somewhat","Not Asked","Strongly Approve","0.0","Refused (vol.)","Not Asked","Not Asked","Trust","Somewhat Unfavorable","Somewhat Unfavorable","1.00000000000000000","Not asked / no landline phone","Not asked / no mobile phone","Don't Know (vol.)","We can buy food and clothes, but do not have money to buy long-term items, like a TV or a refrigerator","A citizen of [Kazakhstan/ Kyrgyzstan/ Tajikistan/ Uzbekistan]","Muslim","Not Asked","Vocational (vocational school, lyceum etc.)",1.16227644791638,"30-39","Right direction","Otan Party","Somewhat Better"
448,"CAB OTS W1","Kazakhstan","June",18,2017,"Rural",9,"Female",15,"Third Visit",1805,1817,12,50,"Rarely","Daily","Female",20,12,"Don't Know (vol.)","Not Asked","Not Asked","Never","Never","Working full-time","Trade","100,001 - 150,000 Tenge","Not Applicable / No Relatives Abroad / No Remittances from Abroad (vol.)","Kazakh","Yes","Yes","Yes","Yes","Yes","Yes","24.00000000000000000","Russian",2,"No other people were present at the interview","The respondent understood all of the questions","The respondent was comfortable (at ease) with the entire questionnaire","Yes","Back check by telephone by supervisor or the central office",2017-06-01,"Somewhat high","Several times a month but not weekly","Trust","Yes","Yes","Yes","Kazakh (Kaz)","Southern","Our country's national television stations","Inflation","Trust","Trust","31-40 Hours","18-24","At least once a day","At least once a day","At least once a day","At least once a day","At least once a day","WhatsApp","Become Better","Become Better","Not asked","Agree somewhat","Strongly agree","No","Not asked","Somewhat Favorable","Very Unfavorable","Very Favorable","Very Favorable","Not Asked","Somewhat Unfavorable","Somewhat Unfavorable","Somewhat Unfavorable","Somewhat Favorable","Very Unfavorable","Very Favorable","Not Asked","Somewhat Favorable","Somewhat Unfavorable","Somewhat Unfavorable","Disagree Somewhat","Not Asked","Approve Somewhat","1.00000000000000000","5.00000000000000000","1.00000000000000000","Mobile for most calls","Trust","Somewhat Unfavorable","Very Favorable","4.00000000000000000","Yes","Yes","40.00000000000000000","We can buy long-term equipment, but we cannot afford to buy expensive things, like a car","A citizen of [Kazakhstan/ Kyrgyzstan/ Tajikistan/ Uzbekistan]","Muslim","Tele2","Vocational (vocational school, lyceum etc.)",0.796351251094965,"18-29","Right direction","Otan Party","Somewhat Better"
449,"CAB OTS W1","Kazakhstan","June",18,2017,"Rural",9,"Female",15,"Third Visit",1825,1836,11,50,"Never","Daily","Male",36,11,"Don't Know (vol.)","Not Asked","Not Asked","Never","Never","Working full-time","Construction","80,001 - 100,000 Tenge","Not Applicable / No Relatives Abroad / No Remittances from Abroad (vol.)","Kazakh","Yes","Yes","Yes","Yes","Yes","Yes","24.00000000000000000","Russian",3,"They did not interfere at all","The respondent understood all of the questions","The respondent was comfortable (at ease) with the entire questionnaire","Yes","Back check by telephone by supervisor or the central office",2017-06-01,"Very low","Several times a month but not weekly","Trust","Yes","Yes","Yes","Kazakh (Kaz)","Southern","Our country's national television stations","Housing","Trust","Don't Know (vol.)","51-60 Hours","35-44","A few times every week","At least once a day","Never","Never","At least once a day","Vkontakte","Become Better","Become Better","Not asked","Strongly agree","Strongly agree","No","Not asked","Don't Know (vol.)","Don't Know (vol.)","Very Favorable","Very Unfavorable","Not Asked","Somewhat Favorable","Don't Know (vol.)","Don't Know (vol.)","Somewhat Favorable","Don't Know (vol.)","Very Favorable","Not Asked","Somewhat Favorable","Don't Know (vol.)","Don't Know (vol.)","Strongly Agree","Not Asked","Don't Know (vol.)","1.00000000000000000","1.00000000000000000","1.00000000000000000","Mobile for most calls","Trust","Somewhat Favorable","Don't Know (vol.)","4.00000000000000000","Yes","Yes","60.00000000000000000","We have just enough money for buying food","A citizen of [Kazakhstan/ Kyrgyzstan/ Tajikistan/ Uzbekistan]","Muslim","Beeline","Finished school",1.16227644791638,"30-39","Right direction","Otan Party","About the Same"
450,"CAB OTS W1","Kazakhstan","July",3,2017,"Rural",9,"Female",15,"Third Visit",1845,1858,13,50,"Never","Daily","Male",22,10,"Don't Know (vol.)","Not Asked","Not Asked","Never","Never","Unemployed and actively seeking employment","Not Asked","Don't Know (vol.)","Not Applicable / No Relatives Abroad / No Remittances from Abroad (vol.)","Kazakh","Yes","Yes","Yes","Yes","Yes","Yes","24.00000000000000000","Russian",2,"No other people were present at the interview","The respondent understood all of the questions","The respondent was comfortable (at ease) with the entire questionnaire","No","Not subject to back check",2017-07-01,"Somewhat high","Once a month","Trust","Yes","No","Yes","Kazakh (Kaz)","Southern","Our country's national television stations","Unemployment","Trust","Trust",NA,"18-24","At least once a day","At least once a day","Never","At least once a day","Never","WhatsApp","Become Better","Become Better","Not asked","Strongly agree","Strongly agree","No","Not asked","Very Unfavorable","Very Unfavorable","Very Favorable","Very Unfavorable","Not Asked","Very Unfavorable","Very Unfavorable","Very Unfavorable","Very Unfavorable","Very Unfavorable","Very Unfavorable","Not Asked","Very Unfavorable","Very Unfavorable","Very Unfavorable","Strongly Agree","Not Asked","Don't Know (vol.)","0.0","1.00000000000000000","1.00000000000000000","Not Asked","Trust","Very Unfavorable","Very Unfavorable","2.00000000000000000","Not asked / no landline phone","Yes","Not Asked","We can buy long-term equipment, but we cannot afford to buy expensive things, like a car","A citizen of [Kazakhstan/ Kyrgyzstan/ Tajikistan/ Uzbekistan]","Muslim","Aktive","Vocational (vocational school, lyceum etc.)",1.15485214323657,"18-29","Right direction","Otan Party","Much Better"
451,"CAB OTS W1","Kazakhstan","June",16,2017,"Rural",23,"Female",8,"First Visit",1854,1904,10,51,"Never","Never","Female",50,14,"Sunni Muslim","Not Asked","Not Asked","Never","Never","Unemployed and not actively seeking employment","Not Asked","100,001 - 150,000 Tenge","Not Applicable / No Relatives Abroad / No Remittances from Abroad (vol.)","Kazakh","Yes","Yes","Yes","Yes","Yes","Yes","24.00000000000000000","Russian",2,"No other people were present at the interview","The respondent understood most of the questions","The respondent was comfortable (at ease) with the entire questionnaire","No","Not subject to back check",2017-06-01,"Somewhat high","Never (vol.)","Don't Know (vol.)","No","No","No","Kazakh (Kaz)","Western","Our country's national television stations","Inflation","Don't Know (vol.)","Distrust",NA,"45-54","Not Asked","Not Asked","Not Asked","Not Asked","Not Asked","Not Asked","Stayed the Same","Don't Know (vol.)","Not asked","Agree somewhat","Agree somewhat","No","Not asked","Very Favorable","Somewhat Unfavorable","Very Favorable","Very Unfavorable","Not Asked","Don't Know (vol.)","Don't Know (vol.)","Very Unfavorable","Don't Know (vol.)","Don't Know (vol.)","Very Favorable","Not Asked","Don't Know (vol.)","Don't Know (vol.)","Don't Know (vol.)","Don't Know (vol.)","Not Asked","Don't Know (vol.)","1.00000000000000000","Don't Know (vol.)","Not Asked","Not Asked","Trust","Very Unfavorable","Very Unfavorable","2.00000000000000000","Yes","Not asked / no mobile phone","Not Asked","We can buy food and clothes, but do not have money to buy long-term items, like a TV or a refrigerator","A member of my clan","Muslim","Not Asked","Vocational (vocational school, lyceum etc.)",0.854785479756767,"50-59","Right direction","Would Not Vote","Somewhat Worse"
452,"CAB OTS W1","Kazakhstan","June",16,2017,"Rural",23,"Female",8,"First Visit",1912,1922,10,51,"Never","Daily","Female",36,10,"Don't Know (vol.)","Not Asked","Not Asked","Never","Never","Working full-time","Public service","150,001 - 250,000 Tenge","Not Applicable / No Relatives Abroad / No Remittances from Abroad (vol.)","Russian","Yes","Yes","Yes","Yes","Yes","Yes","24.00000000000000000","Russian",3,"There were some comments and offering of their opinions","The respondent understood all of the questions","The respondent was comfortable (at ease) with the entire questionnaire","Yes","Back check by telephone by supervisor or the central office",2017-06-01,"Don't Know (vol.)","Never (vol.)","Don't Know (vol.)","Yes","No","Yes","Kazakh (Kaz)","Western","Our country's national television stations","None (vol.)","Trust","Don't Know (vol.)","51-60 Hours","35-44","At least once a day","At least once a day","Never","At least once a day","Never","WhatsApp","Stayed the Same","Become Better","Not asked","Don't Know (vol.)","Disagree somewhat","No","Not asked","Somewhat Favorable","Somewhat Favorable","Very Favorable","Don't Know (vol.)","Not Asked","Very Favorable","Very Favorable","Very Favorable","Don't Know (vol.)","Don't Know (vol.)","Very Favorable","Not Asked","Somewhat Favorable","Don't Know (vol.)","Somewhat Favorable","Don't Know (vol.)","Not Asked","Strongly Approve","Don't Know (vol.)","2.00000000000000000","1.00000000000000000","Not Asked","Trust","Don't Know (vol.)","Don't Know (vol.)","2.00000000000000000","Have landline telephone but refused number","Yes","54.00000000000000000","We can buy food and clothes, but do not have money to buy long-term items, like a TV or a refrigerator","A citizen of [Kazakhstan/ Kyrgyzstan/ Tajikistan/ Uzbekistan]","Muslim","Aktive","Vocational (vocational school, lyceum etc.)",0.650730960642686,"30-39","Right direction","Otan Party","Somewhat Better"
453,"CAB OTS W1","Kazakhstan","June",16,2017,"Rural",23,"Female",8,"First Visit",1937,1948,11,51,"Never","Daily","Female",31,14,"Don't Know (vol.)","Not Asked","Not Asked","Never","Never","Unemployed and actively seeking employment","Not Asked","Refused (vol.)","Not Applicable / No Relatives Abroad / No Remittances from Abroad (vol.)","Russian","Yes","Yes","Yes","Yes","No","Yes","24.00000000000000000","Russian",2,"No other people were present at the interview","The respondent understood all of the questions","The respondent was comfortable (at ease) with the entire questionnaire","No","Not subject to back check",2017-06-01,"Very high","Never (vol.)","Trust","Yes","No","Yes","Kazakh (Kaz)","Western","Internet","Don't Know (vol.)","Trust","Trust",NA,"25-34","At least once a day","At least once a day","At least once a day","At least once a day","Never","Instagram","Become Better","Become Better","Not asked","Agree somewhat","Don't Know (vol.)","No","Not asked","Don't Know (vol.)","Don't Know (vol.)","Very Favorable","Don't Know (vol.)","Not Asked","Very Favorable","Don't Know (vol.)","Don't Know (vol.)","Don't Know (vol.)","Don't Know (vol.)","Don't Know (vol.)","Not Asked","Don't Know (vol.)","Don't Know (vol.)","Don't Know (vol.)","Don't Know (vol.)","Not Asked","Don't Know (vol.)","0.0","1.00000000000000000","1.00000000000000000","Not Asked","Trust","Don't Know (vol.)","Don't Know (vol.)","2.00000000000000000","Not asked / no landline phone","Yes","Not Asked","We can buy food and clothes, but do not have money to buy long-term items, like a TV or a refrigerator","A citizen of [Kazakhstan/ Kyrgyzstan/ Tajikistan/ Uzbekistan]","Muslim","Tele2","Finished school",0.650730960642686,"30-39","Don't Know (vol.)","Undecided/Don't Know (vol.)","Don't Know (vol.)"
455,"CAB OTS W1","Kazakhstan","June",16,2017,"Rural",23,"Female",8,"First Visit",1836,1850,14,51,"Several times a week","Daily","Male",21,13,"Sunni Muslim","Not Asked","Not Asked","Regularly","Never","Working full-time","Trade","Don't Know (vol.)","Not Applicable / No Relatives Abroad / No Remittances from Abroad (vol.)","Kazakh","Yes","Yes","Yes","Yes","Yes","Yes","24.00000000000000000","Russian",2,"No other people were present at the interview","The respondent had difficulty understanding most of the questions, even with help from me","The respondent was comfortable (at ease) with the entire questionnaire","Yes","Back check by telephone by supervisor or the central office",2017-06-01,"Somewhat low","Never (vol.)","Trust","Yes","Yes","Yes","Kazakh (Kaz)","Western","Our country's national television stations","Terrorism","Distrust","Don't Know (vol.)","0-30 Hours","18-24","A few times every week","At least once a day","Never","A few times every week","Don't Know (vol.)","WhatsApp","Become Better","Stay About the Same","Family","Strongly disagree","Don't Know (vol.)","Yes","Health Care","Somewhat Favorable","Somewhat Favorable","Very Favorable","Very Favorable","Not Asked","Somewhat Favorable","Somewhat Favorable","Somewhat Unfavorable","Don't Know (vol.)","Don't Know (vol.)","Very Favorable","Not Asked","Somewhat Favorable","Don't Know (vol.)","Somewhat Favorable","Don't Know (vol.)","Not Asked","Don't Know (vol.)","1.00000000000000000","2.00000000000000000","1.00000000000000000","Mobile for most calls","Don't Know (vol.)","Somewhat Favorable","Very Favorable","4.00000000000000000","Have landline telephone but refused number","Yes","30.00000000000000000","We can buy food and clothes, but do not have money to buy long-term items, like a TV or a refrigerator","A citizen of [Kazakhstan/ Kyrgyzstan/ Tajikistan/ Uzbekistan]","Muslim","Aktive","Vocational (vocational school, lyceum etc.)",0.93764865588078,"18-29","Right direction","Otan Party","Somewhat Better"
458,"CAB OTS W1","Kazakhstan","June",16,2017,"Rural",23,"Female",8,"First Visit",1959,2010,10,51,"Never","Daily","Male",35,5,"Don't Know (vol.)","Not Asked","Not Asked","Never","Never","Working full-time","Industry or mining","100,001 - 150,000 Tenge","Not Applicable / No Relatives Abroad / No Remittances from Abroad (vol.)","Kazakh","No","Yes","Yes","Yes","Yes","Yes","24.00000000000000000","Russian",2,"No other people were present at the interview","The respondent understood all of the questions","The respondent was comfortable (at ease) with the entire questionnaire","Yes","Review of Audio",2017-06-01,"Don't Know (vol.)","Several times a year but not monthly","Don't Know (vol.)","Yes","No","Yes","Kazakh (Kaz)","Western","Our country's national television stations","Government corruption","Trust","Don't Know (vol.)","51-60 Hours","35-44","At least once a day","A few times every week","Never","A few times every week","Never","WhatsApp","Become Better","Don't Know (vol.)","Not asked","Agree somewhat","Strongly disagree","No","Not asked","Somewhat Favorable","Somewhat Favorable","Somewhat Unfavorable","Very Favorable","Not Asked","Somewhat Unfavorable","Somewhat Unfavorable","Somewhat Unfavorable","Don't Know (vol.)","Very Favorable","Somewhat Favorable","Not Asked","Somewhat Favorable","Somewhat Favorable","Somewhat Favorable","Don't Know (vol.)","Not Asked","Strongly Approve","0.0","2.00000000000000000","2.00000000000000000","Not Asked","Don't Know (vol.)","Don't Know (vol.)","Somewhat Favorable","2.00000000000000000","Not asked / no landline phone","Yes","60.00000000000000000","Our income is enough for anything else but such things like a flat or a country house","A member of my clan","Muslim","Tele2","Complete higher education",0.943676604432157,"30-39","Right direction","Would Not Vote","About the Same"
459,"CAB OTS W1","Kazakhstan","June",28,2017,"Rural",23,"Female",6,"Second Visit",1734,1741,7,51,"Never","Never","Female",73,8,"Sunni Muslim","Not Asked","Not Asked","Regularly","Regularly","Retired","Not Asked","30,001 - 40,000 Tenge","Not Applicable / No Relatives Abroad / No Remittances from Abroad (vol.)","Kazakh","Yes","Yes","Yes","Yes","Yes","Yes","24.00000000000000000","Russian",3,"They did not interfere at all","The respondent understood all of the questions","The respondent was comfortable (at ease) with the entire questionnaire","No","Not subject to back check",2017-06-01,"Don't Know (vol.)","Never (vol.)","Don't Know (vol.)","No","No","No","Kazakh (Kaz)","Western","Our country's national television stations","Unemployment","Trust","Don't Know (vol.)",NA,"55+","Not Asked","Not Asked","Not Asked","Not Asked","Not Asked","Not Asked","Refused (vol.)","Become Better","Not asked","Strongly agree","Strongly disagree","No","Not asked","Don't Know (vol.)","Don't Know (vol.)","Don't Know (vol.)","Don't Know (vol.)","Not Asked","Don't Know (vol.)","Don't Know (vol.)","Very Favorable","Don't Know (vol.)","Don't Know (vol.)","Don't Know (vol.)","Not Asked","Don't Know (vol.)","Don't Know (vol.)","Very Favorable","Strongly Disagree","Not Asked","Don't Know (vol.)","0.0","1.00000000000000000","2.00000000000000000","Not Asked","Don't Know (vol.)","Don't Know (vol.)","Don't Know (vol.)","5.00000000000000000","Not asked / no landline phone","Yes","Not Asked","We can buy food and clothes, but do not have money to buy long-term items, like a TV or a refrigerator","A member of my clan","Muslim","Aktive","Incomplete school",0.847524377449059,"60+","Right direction","Undecided/Don't Know (vol.)","Refused (vol.)"
460,"CAB OTS W1","Kazakhstan","June",15,2017,"Rural",23,"Female",8,"First Visit",1719,1733,13,52,"Daily","Daily","Female",25,14,"Don't Know (vol.)","Not Asked","Not Asked","Sometimes","Never","Unemployed and not actively seeking employment","Not Asked","80,001 - 100,000 Tenge","Not Applicable / No Relatives Abroad / No Remittances from Abroad (vol.)","Kazakh","Yes","Yes","Yes","Yes","Yes","Yes","24.00000000000000000","Russian",2,"No other people were present at the interview","The respondent understood all of the questions","The respondent was comfortable with most of the questions","No","Not subject to back check",2017-06-01,"Somewhat low","Several times a month but not weekly","Distrust","Yes","Yes","Yes","Kazakh (Kaz)","Western","Family, friends, or neighbors","Don't Know (vol.)","Distrust","Distrust",NA,"25-34","A few times every week","A few times every week","Refused (vol.)","Refused (vol.)","Refused (vol.)","Odnoklassniki","Stayed the Same","Become Better","Not asked","Strongly disagree","Strongly disagree","No","Not asked","Very Unfavorable","Very Unfavorable","Somewhat Favorable","Very Unfavorable","Not Asked","Very Unfavorable","Very Unfavorable","Very Unfavorable","Very Unfavorable","Don't Know (vol.)","Don't Know (vol.)","Not Asked","Don't Know (vol.)","Don't Know (vol.)","Don't Know (vol.)","Disagree Somewhat","Not Asked","Disapprove Somewhat","Refused (vol.)","1.00000000000000000","1.00000000000000000","Not Asked","Distrust","Very Unfavorable","Don't Know (vol.)","5.00000000000000000","Not asked / no landline phone","Yes","Not Asked","We can buy food and clothes, but do not have money to buy long-term items, like a TV or a refrigerator","A citizen of [Kazakhstan/ Kyrgyzstan/ Tajikistan/ Uzbekistan]","Muslim","Aktive","Vocational (vocational school, lyceum etc.)",0.646574268897739,"18-29","Right direction","Otan Party","About the Same"
461,"CAB OTS W1","Kazakhstan","June",15,2017,"Rural",23,"Female",8,"First Visit",1737,1747,10,52,"Never","Never","Male",51,11,"Sunni Muslim","Not Asked","Not Asked","Never","Never","Unemployed and actively seeking employment","Not Asked","Refused (vol.)","Not Applicable / No Relatives Abroad / No Remittances from Abroad (vol.)","Kazakh","Yes","Yes","Yes","Yes","Yes","Don't Know (vol.)","24.00000000000000000","Russian",2,"No other people were present at the interview","The respondent understood all of the questions","The respondent was comfortable with most of the questions","No","Not subject to back check",2017-06-01,"Somewhat low","Once a year or less","Trust","Yes","No","No","Kazakh (Kaz)","Western","Our country's national television stations","Inflation","Trust","Distrust",NA,"45-54","Not Asked","Not Asked","Not Asked","Not Asked","Not Asked","Not Asked","Become Worse","Don't Know (vol.)","Not asked","Agree somewhat","Agree somewhat","No","Not asked","Somewhat Favorable","Somewhat Favorable","Somewhat Favorable","Very Unfavorable","Not Asked","Somewhat Favorable","Somewhat Favorable","Somewhat Favorable","Somewhat Favorable","Somewhat Favorable","Somewhat Favorable","Not Asked","Somewhat Favorable","Somewhat Favorable","Somewhat Favorable","Agree Somewhat","Not Asked","Don't Know (vol.)","Don't Know (vol.)","1.00000000000000000","1.00000000000000000","Not Asked","Trust","Somewhat Favorable","Very Unfavorable","4.00000000000000000","Have landline telephone but refused number","Yes","Not Asked","We can buy food and clothes, but do not have money to buy long-term items, like a TV or a refrigerator","A member of my clan","Muslim","Aktive","Vocational (vocational school, lyceum etc.)",1.23959225523573,"50-59","Right direction","Would Not Vote","Somewhat Worse"
